name,annotated_assign_count,annotated_func_params_count,annotated_func_returns_count,total_assign_count,total_func_params_count,total_func_returns_count,unannotated_assign_count,unannotated_func_params_count,unannotated_func_returns_count,py_code_loc,py_code_loc_ratio,py_docstring_loc,py_docstring_loc_ratio,py_comment_loc,py_comment_loc_ratio,py_empty_loc,py_empty_loc_ratio,pylint_convention_msg,pylint_refactor_msg,pylint_warning_msg,pylint_error_msg,py_non_empty_loc,pylint_score,cyclomatic_complexity,cognitive_complexity,bug_score
haltakov/simple-photo-gallery,0,0,1,295,196,104,295,196,103,1712,0.5993999999999999,535,0.1873,141,0.049400000000000006,468,0.16390000000000002,137,34,80,13,2388,7.27,257,317,22
ybrs/single-beat,0,0,0,111,86,59,111,86,59,547,0.6614,139,0.1681,14,0.0169,127,0.1536,111,9,34,7,700,5.59,132,132,14
Pepelux/sippts,0,0,0,1345,150,75,1345,150,75,3074,0.7818,47,0.012,147,0.0374,664,0.1689,788,194,143,7,3268,5.58,511,1748,22
wavefrontshaping/slmPy,0,15,0,78,57,23,78,42,23,292,0.6109,88,0.1841,30,0.06280000000000001,68,0.1423,143,9,24,0,410,2.54,64,87,2
EnergieID/smappy,0,0,0,94,109,47,94,109,47,294,0.3182,524,0.5671,31,0.0335,75,0.0812,39,9,1,0,849,7.91,65,39,6
snipesmarter/smart-sniper,13,48,29,323,74,42,310,26,13,1056,0.7559,120,0.0859,46,0.0329,175,0.1253,200,35,132,5,1222,5.49,180,546,12
lvasiliev/smstools-http-api,0,0,0,111,32,29,111,32,29,349,0.7079000000000001,10,0.0203,41,0.0832,93,0.1886,72,15,7,11,400,5.1,67,129,3
solrcloudpy/solrcloudpy,0,0,0,292,319,170,292,319,170,1343,0.42369999999999997,1209,0.3814,201,0.0634,417,0.1315,203,43,33,12,2753,6.78,334,390,28
VACUMM/sphinx-fortran,0,2,1,649,303,104,649,301,103,1977,0.5390999999999999,469,0.12789999999999999,702,0.19140000000000001,519,0.14150000000000001,190,52,96,40,3148,6.69,600,1202,9
attakei/sphinx-revealjs,1,101,13,243,248,100,242,147,87,1167,0.6653,256,0.146,55,0.031400000000000004,276,0.1574,133,14,118,57,1478,2.77,230,159,58
timoludwig/sphinxcontrib-django2,0,0,0,167,132,67,167,132,67,839,0.4127,810,0.39840000000000003,133,0.0654,251,0.1235,89,20,28,37,1782,4.43,165,185,8
wdbm/spin,0,0,0,78,35,25,78,35,25,439,0.7127,101,0.16399999999999998,40,0.0649,36,0.0584,119,13,51,4,580,4.01,75,135,4
couldbejake/spotify2mp3,0,0,0,77,8,5,77,8,5,214,0.7456,2,0.006999999999999999,7,0.024399999999999998,64,0.223,69,11,21,10,223,2.71,31,184,1
nithinphilips/spotifyscrape,0,0,0,109,33,15,109,33,15,443,0.6222,109,0.1531,26,0.0365,134,0.1882,11,16,14,8,578,7.25,73,151,1
TouK/sputnik-ci,0,0,0,66,27,22,66,27,22,195,0.7676999999999999,0,0.0,1,0.0039000000000000003,58,0.22829999999999998,47,4,25,0,196,5.75,42,60,1
kvesteri/sqlalchemy-json-api,0,0,0,256,504,147,256,504,147,2938,0.6583,981,0.2198,185,0.0415,359,0.08039999999999999,233,69,77,34,4104,2.93,282,154,2
RaRe-Technologies/sqlitedict,0,0,0,161,143,104,161,143,104,738,0.5904,165,0.132,121,0.0968,226,0.1808,120,10,18,0,1024,7.83,191,203,31
GDGVIT/ssh,0,0,0,136,85,68,136,85,68,965,0.7714,93,0.07429999999999999,17,0.013600000000000001,176,0.1407,253,49,101,59,1075,2.14,147,269,2
ethereum/staking-deposit-cli,17,198,128,444,290,144,427,92,16,2009,0.7029000000000001,342,0.1197,76,0.026600000000000002,431,0.1508,277,38,51,51,2427,5.1,377,462,26
stanfordnlp/stanza-train,0,0,0,0,2,1,0,2,1,20,0.8332999999999999,0,0.0,2,0.0833,2,0.0833,5,2,0,1,22,2.94,8,9,4
woctezuma/steam-market,0,450,231,1226,473,247,1226,23,16,3695,0.6347999999999999,44,0.0076,386,0.0663,1696,0.2914,827,142,32,1,4125,6.24,567,1256,43
leovp/steamfiles,0,0,0,146,70,55,146,70,55,824,0.6844,101,0.0839,60,0.049800000000000004,219,0.1819,76,3,5,9,985,7.18,100,136,6
jaydenmilne/steamsync,0,0,0,365,113,56,365,113,56,1360,0.677,237,0.11800000000000001,123,0.061200000000000004,289,0.1439,118,29,31,17,1720,7.34,256,452,8
Netherdrake/steem-python,0,138,4,1438,1265,641,1438,1127,637,4682,0.5386,2718,0.3127,369,0.0424,924,0.1063,724,122,156,29,7769,6.29,1563,2058,42
ukncsc/stix-cvebuilder,0,0,0,70,12,11,70,12,11,197,0.7138,27,0.0978,12,0.0435,40,0.1449,3,3,3,14,236,5.66,24,70,6
JordiCorbilla/stock-prediction-deep-neural-learning,0,0,0,122,68,33,122,68,33,460,0.6101,0,0.0,188,0.2493,106,0.1406,82,10,7,14,648,6.14,54,26,10
ironfroggy/straight.plugin,0,0,0,117,104,69,117,104,69,459,0.5111,58,0.0646,153,0.1704,228,0.2539,114,29,38,0,670,5.19,133,126,12
dynilib/submission,0,0,0,119,21,22,119,21,22,335,0.6673,7,0.0139,50,0.09960000000000001,110,0.2191,83,16,6,22,392,2.35,53,81,0
2shea/talon_configs,0,0,0,246,239,99,246,239,99,1595,0.48479999999999995,1034,0.3143,214,0.065,447,0.1359,247,14,92,69,2843,1.25,172,248,15
GothenburgBitFactory/tasklib,0,0,0,479,555,374,479,555,374,2197,0.6086,238,0.0659,370,0.1025,805,0.223,482,40,73,1,2805,6.74,667,360,22
phoenixding/tbsp,0,0,0,304,115,43,304,115,43,694,0.7728,23,0.0256,57,0.0635,124,0.1381,382,24,237,12,774,0.0,206,313,15
ickerwx/tcpproxy,0,0,0,222,132,59,222,132,59,851,0.7452,23,0.020099999999999996,85,0.07440000000000001,183,0.1602,170,29,29,8,959,6.47,250,566,8
seibert-media/teamvault,0,0,0,615,246,127,615,246,127,2989,0.7284999999999999,395,0.09630000000000001,115,0.027999999999999997,604,0.1472,372,103,44,133,3499,2.23,344,378,82
mozilla-services/telescope,21,157,53,1336,592,357,1315,435,304,3213,0.621,817,0.15789999999999998,235,0.0454,909,0.1757,255,43,71,62,4265,6.78,829,693,31
TeamHG-Memex/tensorboard_logger,0,0,0,171,83,45,171,83,45,1162,0.7555,157,0.10210000000000001,36,0.023399999999999997,183,0.11900000000000001,80,38,26,16,1355,5.03,80,75,6
carlthome/tensorflow-convlstm-cell,0,0,0,46,25,8,46,25,8,84,0.7706000000000001,6,0.055,0,0.0,19,0.1743,40,4,81,1,90,0.0,15,12,1
martinsbruveris/tensorflow-image-models,372,358,62,3150,1380,699,2778,1022,637,10742,0.6799,2400,0.1519,668,0.042300000000000004,1990,0.1259,747,274,127,104,13810,7.1,1168,1582,24
brunobraga/termsaver,0,0,0,508,249,148,508,249,148,2193,0.3496,2270,0.3619,1247,0.19879999999999998,562,0.08960000000000001,301,46,99,14,5710,6.81,482,876,5
cwant/tessagon,0,0,0,827,704,396,827,704,396,3907,0.6542,549,0.0919,653,0.1093,863,0.1445,711,41,37,47,5109,6.42,953,1019,9
Textualize/textual,213,657,601,1519,1275,662,1306,618,61,6661,0.7003,997,0.1048,163,0.0171,1691,0.1778,843,99,220,28,7821,7.28,1485,1708,42
Ubiqus/tf_rnnlm,0,0,0,367,182,115,367,182,115,1107,0.6725,171,0.1039,70,0.0425,298,0.18100000000000002,379,30,914,23,1348,0.0,244,260,10
mapbox/tilesets-cli,0,0,0,468,265,160,468,265,160,1930,0.6670999999999999,434,0.15,58,0.02,471,0.1628,339,23,92,32,2422,4.56,288,170,19
smore-inc/tinys3,0,0,0,351,315,142,351,315,142,1460,0.5073,772,0.2682,222,0.0771,424,0.14730000000000001,190,37,50,9,2454,6.59,252,198,20
oinume/tomahawk,0,0,0,408,328,183,408,328,183,1865,0.6799,206,0.0751,290,0.1057,382,0.1393,329,58,186,63,2361,3.66,311,453,49
Spijkervet/torchaudio-augmentations,0,27,8,232,135,67,232,108,59,780,0.7051999999999999,45,0.0407,63,0.057,218,0.1971,129,13,12,27,888,4.52,131,54,2
pytorch/torchdynamo,169,487,70,5440,5300,2793,5271,4813,2723,25069,0.7628,1378,0.04190000000000001,1046,0.0318,5373,0.1635,4758,720,808,570,27493,5.04,5020,6241,36
Swall0w/torchstat,0,0,0,248,152,74,248,152,74,737,0.7733,8,0.0084,14,0.0147,194,0.2036,149,39,31,13,759,5.62,183,169,6
abingham/traad,0,0,0,952,1085,532,952,1085,532,4080,0.6354,1016,0.1582,198,0.0308,1127,0.17550000000000002,706,148,223,95,5294,5.55,1112,1686,17
andresch/trackfs,50,39,30,225,171,84,175,132,54,960,0.6911,126,0.0907,115,0.0828,188,0.1353,187,16,62,8,1201,5.66,203,255,7
lopuhin/transformer-lm,9,58,22,455,276,124,446,218,102,1427,0.7631,129,0.069,42,0.0225,272,0.14550000000000002,212,23,16,30,1598,6.31,229,415,13
transifex/transifex-python,0,0,0,1917,1116,640,1917,1116,640,9663,0.5891,3629,0.2212,927,0.0565,2185,0.1332,870,243,413,248,14219,5.45,2194,2819,15
inoi/trombi,0,0,0,382,583,392,382,583,392,2527,0.6668000000000001,159,0.042,387,0.10210000000000001,717,0.1892,417,35,100,13,3073,6.74,181,449,14
feeltheajf/trufflehog3,47,88,47,194,140,73,147,52,26,938,0.43329999999999996,936,0.43229999999999996,23,0.0106,268,0.12380000000000001,61,8,29,4,1897,8.11,174,274,48
ritiek/trunofficial,0,0,0,99,12,13,99,12,13,270,0.5637,22,0.045899999999999996,92,0.19210000000000002,95,0.19829999999999998,45,8,11,0,384,7.16,39,139,4
WPO-Foundation/tsproxy,0,0,0,246,63,37,246,63,37,720,0.8451000000000001,17,0.02,46,0.054000000000000006,69,0.081,203,22,740,3,783,0.0,238,561,7
hector-sab/ttictoc,0,0,0,87,25,18,87,25,18,338,0.5578,147,0.2426,29,0.0479,92,0.1518,27,3,7,6,514,7.72,62,60,11
moflaher/ttide_py,0,0,0,522,78,27,522,78,27,1037,0.5054,437,0.213,355,0.17300000000000001,223,0.10869999999999999,277,26,26,21,1829,4.71,146,323,15
tulip-control/tulip-control,0,0,0,5329,2239,1108,5329,2239,1108,18521,0.5325,8182,0.2352,4065,0.11689999999999999,4013,0.11539999999999999,3033,665,1269,146,30768,6.2,4389,6809,378
louipc/turses,0,0,0,1016,1087,658,1016,1087,658,4622,0.5863,1109,0.1407,524,0.0665,1628,0.2065,470,113,277,36,6255,7.09,1001,840,81
TradeFace/tuyaface,0,44,12,190,76,37,190,32,25,609,0.6605,126,0.1367,28,0.0304,159,0.1725,20,9,9,2,763,9.01,142,373,29
simonhmartin/twisst,0,0,0,301,142,45,301,142,45,867,0.6352,9,0.0066,178,0.1304,311,0.2278,673,49,131,17,1054,0.0,444,675,16
rishi-raj-jain/twitterUsernamefromUserID,0,0,0,37,18,9,37,18,9,156,0.6812,8,0.0349,33,0.1441,32,0.13970000000000002,43,4,14,6,197,2.22,27,56,2
Typeform/typeform-python-sdk,0,41,16,78,86,46,78,45,30,372,0.5706,164,0.2515,7,0.010700000000000001,109,0.1672,114,6,15,4,543,4.93,83,64,1
typeworld/typeworld,0,0,0,2037,724,448,2037,724,448,8713,0.5928,2250,0.1531,1170,0.0796,2566,0.1746,2005,235,594,60,12133,5.14,1911,4792,6
FEniCS/ufl,0,0,1,7009,4444,2541,7009,4444,2540,20736,0.5732,3193,0.0883,5066,0.14,7179,0.1985,7297,614,2309,664,28995,2.69,5508,5743,635
atgu/ukbb_pan_ancestry,0,173,3,2157,770,283,2157,597,280,5188,0.6437999999999999,1030,0.1278,553,0.06860000000000001,1288,0.1598,1899,111,295,999,6771,0.0,1038,1835,63
Team-uMigrate/umigrate,99,28,11,1400,490,280,1301,462,269,6091,0.6960999999999999,974,0.11130000000000001,324,0.037000000000000005,1361,0.1555,706,237,134,436,7389,0.49,699,701,82
testingautomated-usi/uncertainty-wizard,17,155,94,473,562,314,456,407,220,3003,0.5763,1171,0.22469999999999998,329,0.06309999999999999,708,0.1359,424,46,67,27,4503,6.53,508,334,2
amosbastian/understat,0,0,0,164,162,55,164,162,55,443,0.4586,229,0.2371,86,0.08900000000000001,208,0.21530000000000002,58,5,30,3,758,7.07,164,56,9
pytest-dev/unittest2pytest,0,0,0,135,425,385,135,425,385,1775,0.6591,150,0.0557,255,0.0947,513,0.1905,669,88,85,1022,2180,0.0,854,367,25
Lattyware/unrpa,14,73,50,128,114,52,114,41,2,664,0.7132,92,0.09880000000000001,6,0.0064,169,0.1815,64,9,4,0,762,8.14,137,149,4
snovvcrash/usbrip,0,0,0,416,192,105,416,192,105,2010,0.5896,482,0.1414,188,0.055099999999999996,729,0.2138,211,40,1234,16,2680,0.0,442,972,8
andreif/uwsgi-tools,0,0,0,99,54,30,99,54,30,413,0.7012,58,0.09849999999999999,4,0.0068000000000000005,114,0.1935,68,9,4,5,475,6.38,73,85,2
guyskk/validr,0,3,6,484,216,225,484,213,219,2887,0.6912999999999999,554,0.13269999999999998,89,0.0213,646,0.1547,421,36,44,56,3530,5.93,584,870,77
python-variants/variants,0,0,0,62,124,74,62,124,74,402,0.4201,101,0.10550000000000001,196,0.2048,258,0.2696,135,10,20,33,699,0.0,72,12,2
mbideau/vcardtools,0,0,0,245,45,27,245,45,27,1061,0.5801,281,0.1536,223,0.1219,264,0.14429999999999998,3,9,7,4,1565,9.58,354,1218,9
vcs-python/vcspull,0,92,10,309,158,88,309,66,78,1308,0.5660000000000001,555,0.2402,31,0.0134,417,0.1804,143,10,92,27,1894,5.7,275,271,90
dfelinto/virtual_reality_viewport,0,0,0,375,183,107,375,183,107,1238,0.603,222,0.1081,99,0.0482,494,0.24059999999999998,192,31,35,261,1559,0.0,260,372,15
abey79/vpype,71,724,290,1666,1413,690,1595,689,400,4390,0.5694,1775,0.2302,181,0.0235,1364,0.1769,505,45,66,46,6346,7.13,1616,1936,41
daltonmaag/vttLib,0,16,8,341,125,55,341,109,47,1201,0.6894,193,0.1108,81,0.04650000000000001,267,0.1533,135,18,21,7,1475,7.83,328,604,13
WarrenWeckesser/wavio,0,0,0,97,46,24,97,46,24,333,0.475,263,0.37520000000000003,30,0.042800000000000005,75,0.107,35,5,3,0,626,8.25,52,77,0
takluyver/weatbag,0,0,0,169,327,162,169,327,162,1256,0.5964,324,0.15380000000000002,209,0.0992,317,0.1505,455,45,178,2,1789,3.49,449,523,33
satheesh1997/webpty,0,0,0,37,14,13,37,14,13,196,0.6901,37,0.1303,1,0.0034999999999999996,50,0.1761,16,1,12,2,234,6.85,39,64,9
pgRouting/website,0,0,0,25,0,0,25,0,0,31,0.152,9,0.0441,113,0.5539000000000001,51,0.25,19,0,7,0,153,0.0,1,0,63
trocotronic/weconnect,0,0,0,386,223,110,386,223,110,1175,0.8103,96,0.0662,16,0.011000000000000001,163,0.1124,664,31,136,6,1287,1.64,280,524,5
SunPengChuan/wgdi,0,0,0,1142,320,124,1142,320,124,2697,0.9044,55,0.0184,8,0.0027,222,0.07440000000000001,514,109,151,209,2760,2.28,634,1059,1
upciti/wheel2deb,0,0,0,287,136,98,287,136,98,1197,0.6343,207,0.1097,98,0.0519,385,0.204,168,23,22,9,1502,7.41,292,376,17
Skyscanner/whispers,0,86,33,323,280,146,323,194,113,2003,0.7942,146,0.0579,27,0.010700000000000001,346,0.13720000000000002,214,31,27,14,2176,7.54,481,783,10
fastai/workflows,0,8,1,8,10,3,8,2,2,28,0.7778,3,0.0833,0,0.0,5,0.1389,13,1,4,8,31,0.0,8,6,1
Kitware/wslink,0,0,0,368,300,163,368,300,163,1674,0.6329,236,0.0892,256,0.0968,479,0.18109999999999998,378,36,100,6,2166,5.69,350,516,100
raetha/wyzesense2mqtt,0,0,0,196,144,89,196,144,89,878,0.6979000000000001,66,0.0525,84,0.0668,230,0.18280000000000002,223,20,86,15,1028,4.86,201,386,18
pangeo-data/xESMF,0,0,0,612,212,117,612,212,117,1809,0.4754,980,0.2576,377,0.09910000000000001,639,0.1679,201,16,32,31,3166,6.88,299,342,73
robweber/xbmclibraryautoupdate,0,0,0,227,103,61,227,103,61,716,0.6858,3,0.0029,99,0.09480000000000001,226,0.2165,275,27,9,6,818,4.61,214,540,27
namboy94/xdcc-dl,2,72,24,209,130,57,207,58,33,826,0.4316,822,0.42950000000000005,33,0.0172,233,0.1217,34,20,13,13,1681,7.97,184,343,13
jsxc/xmpp-cloud-auth,0,0,0,508,321,245,508,321,245,2486,0.7793000000000001,207,0.0649,213,0.0668,284,0.08900000000000001,667,47,288,122,2906,2.24,409,684,46
XRPLF/xrpl-py,612,745,426,2388,1260,860,1776,515,434,11595,0.5192,7443,0.3333,490,0.0219,2803,0.1255,722,146,117,12,19528,8.58,1707,1287,125
heremaps/xyz-spaces-python,50,519,131,1199,886,351,1149,367,220,4980,0.5005,2873,0.2887,998,0.1003,1099,0.1105,210,118,94,61,8851,7.68,980,844,21
lbolla/yamlenv,0,0,0,51,51,38,51,51,38,347,0.7495,17,0.036699999999999997,15,0.032400000000000005,84,0.1814,63,7,6,4,379,5.58,68,63,2
Amaimersion/yandex-disk-telegram-bot,34,332,265,1272,715,478,1238,383,213,7104,0.5545,3329,0.25989999999999996,507,0.039599999999999996,1871,0.146,330,94,125,91,10940,7.26,825,1010,19
aio-libs/yarl,0,9,14,821,319,613,821,310,599,3601,0.6304,360,0.063,393,0.0688,1358,0.2377,774,18,92,15,4354,6.86,1351,482,58
agateau/yokadi,0,0,0,1404,766,491,1404,766,491,3555,0.6496999999999999,777,0.142,242,0.044199999999999996,898,0.1641,846,90,84,27,4574,6.3,1117,1648,71
notthebee/ytdl-explorer,0,0,0,25,2,2,25,2,2,43,0.41350000000000003,53,0.5096,0,0.0,8,0.07690000000000001,29,2,20,0,96,0.0,5,6,1
asand3r/zbx-hpmsa,0,0,0,167,21,9,167,21,9,403,0.5740999999999999,170,0.2422,62,0.0883,67,0.09539999999999998,105,15,13,0,635,6.26,92,264,4
zestsoftware/zest.releaser,0,0,0,581,250,177,581,250,177,2394,0.5664,903,0.21359999999999998,432,0.10220000000000001,498,0.11779999999999999,198,28,27,5,3729,8.59,545,939,115
ZettelGeist/zettelgeist,0,0,0,382,203,135,382,203,135,1543,0.7098,54,0.0248,136,0.0626,441,0.2029,355,41,201,16,1733,4.96,323,638,29
infertux/zeyple,0,0,0,105,44,28,105,44,28,443,0.7121999999999999,34,0.0547,19,0.0305,126,0.2026,31,8,32,3,496,7.11,78,95,12
phunt/zktop,0,0,0,101,62,25,101,62,25,353,0.6698000000000001,14,0.026600000000000002,77,0.1461,83,0.1575,87,13,38,11,444,3.57,74,191,10
minds-ai/zoom-drive-connector,1,36,17,127,115,80,126,79,63,678,0.46,239,0.16210000000000002,317,0.2151,240,0.1628,91,11,460,12,1234,0.0,139,109,29
dwolfhub/zxcvbn-python,0,0,0,552,104,89,552,104,89,1684,0.636,358,0.1352,241,0.091,365,0.1378,256,27,33,2,2283,7.36,363,680,41
soerface/7billionhumans,0,226,3,571,703,401,571,477,398,2639,0.7268000000000001,77,0.0212,86,0.023700000000000002,829,0.22829999999999998,808,51,294,220,2802,1.18,343,998,5
fga-eps-mds/2018.1-TropicalHazards-BI,0,0,0,534,334,144,534,334,144,1587,0.6612,193,0.08039999999999999,40,0.0167,580,0.24170000000000003,290,74,249,126,1820,0.02,269,167,95
megat69/ACPL,0,31,0,1544,139,81,1544,108,81,4065,0.7537999999999999,380,0.0705,321,0.059500000000000004,627,0.11630000000000001,731,143,222,4,4766,7.04,1148,3868,4
lucasmansilla/ACRN_Chest_X-ray_IA,0,0,0,296,167,66,296,167,66,911,0.6819,30,0.0225,14,0.0105,381,0.2852,119,24,17,16,955,6.95,141,128,0
viisual/ASCII-Decorator,0,0,0,295,145,54,295,145,54,927,0.6620999999999999,137,0.09789999999999999,71,0.0507,265,0.1893,217,38,63,7,1135,5.6,326,744,12
adafruit/Adafruit_CircuitPython_RGB_Display,0,0,0,638,236,57,638,236,57,1751,0.615,333,0.11699999999999999,397,0.1394,366,0.1286,115,22,5,35,2481,7.13,176,194,23
adafruit/Adafruit_CircuitPython_SGP30,0,0,0,61,29,17,61,29,17,206,0.40630000000000005,111,0.2189,112,0.22089999999999999,78,0.15380000000000002,26,0,5,5,429,6.29,37,37,4
JordanMilne/Advocate,0,0,0,208,183,102,208,183,102,1082,0.6115999999999999,230,0.13,171,0.0967,286,0.1617,164,21,56,12,1483,6.14,214,291,9
deiger/AirCon,89,149,72,487,308,125,398,159,53,1546,0.6927,336,0.1505,45,0.0202,305,0.1366,229,25,1162,17,1927,0.0,277,397,23
bkbilly/AlarmPI,0,0,0,462,263,145,462,263,145,1471,0.7444,143,0.0724,71,0.0359,291,0.14730000000000001,397,31,107,7,1685,5.38,323,624,47
lukemcraig/AudioSearch,0,0,0,266,238,95,266,238,95,909,0.7249,7,0.005600000000000001,143,0.114,195,0.1555,195,54,54,10,1059,5.71,170,249,5
D-X-Y/AutoDL-Projects,2,331,147,8624,4208,1629,8622,3877,1482,35641,0.7929999999999999,2651,0.059000000000000004,2254,0.050199999999999995,4397,0.0978,6297,2061,1991,785,40546,3.52,5078,7739,44
aboood40091/BFRES-Tool,0,0,0,1111,300,97,1111,300,97,2527,0.6927,12,0.0033,132,0.0362,977,0.26780000000000004,987,75,55,4,2671,4.74,525,1034,8
CyrusKashef/BK_Randomizer,0,1,0,2692,1102,556,2692,1101,556,12564,0.5777,6049,0.2781,2275,0.10460000000000001,861,0.039599999999999996,3386,196,1503,26,20888,3.51,2215,4378,17
leovoel/BeautifulDiscord,0,0,0,84,45,26,84,45,26,500,0.6242,159,0.1985,34,0.0424,108,0.1348,69,6,14,1,693,6.87,75,147,8
Voljega/BestArcade,0,0,0,616,246,96,616,246,96,1762,0.8038,13,0.0059,168,0.0766,249,0.11359999999999999,685,92,53,0,1943,4.76,345,770,7
tin2tin/Blender_Screenwriter,20,0,0,1003,246,117,983,246,117,2048,0.7431,72,0.026099999999999998,148,0.0537,488,0.1771,481,91,123,38,2268,4.79,603,1336,13
zeronetworks/BloodHound-Tools,0,0,0,406,131,70,406,131,70,1165,0.7458,99,0.0634,37,0.023700000000000002,261,0.1671,339,31,71,8,1301,5.71,264,594,1
Hironsan/BossSensor,0,0,0,86,31,15,86,31,15,242,0.7401000000000001,0,0.0,21,0.0642,64,0.1957,61,4,7,12,263,3.65,33,47,9
MSingerLab/COMETSC,0,0,0,697,251,54,697,251,54,1468,0.7318000000000001,198,0.0987,167,0.0833,173,0.0862,208,45,84,13,1833,0.0,312,937,10
BackofenLab/CRISPRcasIdentifier,0,0,0,143,47,13,143,47,13,366,0.5147999999999999,208,0.2925,5,0.006999999999999999,132,0.1857,100,15,21,1,579,5.87,94,273,2
wushilian/CRNN_Attention_OCR_Chinese,0,0,0,129,15,7,129,15,7,234,0.8540000000000001,0,0.0,9,0.032799999999999996,31,0.1131,56,2,11,6,243,5.29,32,45,1
naturomics/CapsNet-Tensorflow,0,0,0,265,75,30,265,75,30,614,0.6146,77,0.0771,102,0.10210000000000001,206,0.20620000000000002,186,27,48,11,793,4.45,82,144,3
OSGeo/Cat-Interop,0,0,0,23,17,12,23,17,12,125,0.3823,28,0.08560000000000001,115,0.3517,59,0.1804,13,5,5,3,268,5.91,23,35,10
cgearhart/Chessnut,0,0,0,154,78,34,154,78,34,446,0.4885,195,0.21359999999999998,112,0.12269999999999999,160,0.1752,32,13,7,1,753,8.57,151,168,12
citizensandtech/CivilServant,0,0,0,2378,849,618,2378,849,618,8398,0.6859000000000001,492,0.04019999999999999,1171,0.0956,2182,0.1782,2966,172,908,232,10061,1.9,1527,1746,25
hyrise/Cockpit,703,1069,778,3419,2491,1213,2716,1422,435,14939,0.6640999999999999,4023,0.1788,215,0.0096,3319,0.1475,409,293,1046,209,19177,6.69,2524,857,161
microsoft/Codex-CLI,0,0,0,106,28,21,106,28,21,378,0.5832999999999999,101,0.1559,60,0.0926,109,0.16820000000000002,127,9,34,1,539,4.97,95,226,18
stashapp/CommunityScripts,0,0,0,686,169,115,686,169,115,2422,0.6951999999999999,103,0.0296,383,0.1099,576,0.1653,641,72,269,121,2908,1.59,554,1524,0
Ze-Yang/Context-Transformer,5,49,5,1356,509,207,1351,460,202,3366,0.5864,1203,0.2096,467,0.0814,704,0.1226,671,155,94,44,5036,6.04,879,1377,4
travnick/CryBlend,0,0,0,1350,657,348,1350,657,348,4644,0.6728000000000001,396,0.0574,380,0.055,1483,0.2148,653,99,206,62,5420,6.69,880,1715,84
cloudcores/CuAssembler,0,4,0,1370,636,323,1370,632,323,3796,0.5806,927,0.1418,525,0.0803,1290,0.1973,1628,114,240,16,5248,4.09,892,1493,9
JoeTester1965/CudaCamz,0,0,0,253,55,22,253,55,22,703,0.7503,3,0.0032,10,0.010700000000000001,221,0.2359,212,19,662,3,716,0.0,132,426,3
christopherjenness/DBCV,0,0,0,102,37,23,102,37,23,249,0.5413,156,0.33909999999999996,1,0.0022,54,0.1174,38,1,17,18,406,1.89,25,18,4
dhcn/DUEditor,0,0,0,225,134,70,225,134,70,948,0.5943999999999999,305,0.1912,107,0.06709999999999999,235,0.14730000000000001,212,59,93,38,1360,1.76,192,342,2
Wang-Tianwei/Decoupled-attention-network,0,0,0,386,144,58,386,144,58,965,0.7526999999999999,144,0.11230000000000001,54,0.0421,119,0.0928,285,38,83,43,1163,2.35,193,320,0
rrwick/Deepbinner,0,0,0,774,361,171,774,361,171,2803,0.6757,596,0.1437,82,0.019799999999999998,667,0.16079999999999997,408,71,45,15,3481,7.48,606,1161,8
pranjaldatta/DenseDepth-Pytorch,0,0,0,205,96,40,205,96,40,693,0.6735,44,0.042800000000000005,43,0.0418,249,0.242,106,27,36,32,780,3.33,92,125,15
xiaoyu258/DocProj,0,0,0,587,160,54,587,160,54,1094,0.7040000000000001,36,0.0232,28,0.018000000000000002,396,0.2548,574,52,47,57,1158,0.64,150,259,0
facebookresearch/DrQA,0,0,0,988,455,203,988,455,203,3274,0.6024,632,0.11630000000000001,658,0.1211,871,0.1603,382,121,160,42,4564,6.74,697,1057,16
YeahImRose/Dusty-Cogs,0,26,0,272,183,80,272,157,80,1118,0.7611,150,0.10210000000000001,19,0.0129,182,0.12390000000000001,165,10,47,36,1287,5.81,319,556,18
facelessuser/EasyDiff,0,0,0,617,360,185,617,360,185,2407,0.6534,560,0.152,69,0.0187,648,0.1759,226,42,102,45,3036,6.36,599,1093,6
MarcelBeining/EazeBot,0,101,21,877,555,192,877,454,171,4154,0.7923,404,0.0771,207,0.0395,478,0.09119999999999999,1090,191,178,19,4765,5.22,1305,3083,202
judev1/FBot,0,10,0,984,573,312,984,563,312,3456,0.7848999999999999,109,0.0248,23,0.0052,815,0.18510000000000001,727,78,135,85,3588,5.57,815,1577,55
greatscottgadgets/Facedancer,118,84,45,2048,1350,656,1930,1266,611,6348,0.5104,1886,0.1516,1405,0.113,2799,0.225,747,126,495,68,9639,6.75,1364,1527,10
waaeh/FakeOpenSmtpRelay,0,0,0,317,114,59,317,114,59,989,0.6473,66,0.0432,206,0.1348,267,0.1747,427,23,943,1,1261,0.0,222,412,1
dcollien/FilterHTML,0,0,0,304,102,60,304,102,60,1128,0.5706,477,0.2413,40,0.0202,332,0.1679,99,18,694,0,1645,0.0,244,399,23
hamidfzm/Flask-HTMLmin,0,0,0,48,18,14,48,18,14,174,0.6692,39,0.15,3,0.0115,44,0.16920000000000002,14,1,6,5,216,5.82,23,25,7
plastboks/Flaskmarks,0,0,0,164,81,68,164,81,68,851,0.7478,53,0.0466,37,0.0325,197,0.17309999999999998,164,29,85,45,941,0.87,113,134,23
